index,value0,value1
199,17.7637329102,10.8677368164
200,17.8352050781,10.9677124023
201,17.9066772461,11.0676879883
202,17.9781494141,11.1676635742
203,18.0496215820,11.2676391602
204,18.1210937500,11.3676147461
205,18.1925659180,11.4675903320
206,18.2640380859,11.5675659180
207,18.3355102539,11.6675415039
208,18.4069824219,11.7675170898
209,18.4784545898,11.8674926758
210,18.5499267578,11.9674682617
211,18.6213989258,12.0674438477
212,18.6928710938,12.1674194336
213,18.7643432617,12.2673950195
214,18.8358154297,12.3673706055
215,18.9072875977,12.4673461914
216,18.9787597656,12.5673217773
217,19.0502319336,12.6672973633
218,19.1217041016,12.7672729492
219,19.1931762695,12.8338623047
220,19.2646484375,12.8820800781
221,19.3361206055,12.9302978516
222,19.4075927734,12.9785156250
223,19.4790649414,13.0267333984
224,19.5505371094,13.0749511719
225,19.6220092773,13.1231689453
226,19.6934814453,13.1713867188
227,19.7649536133,13.2196044922
228,19.8364257813,13.2678222656
229,19.9078979492,13.3160400391
230,19.9793701172,13.3642578125
231,20.0508422852,13.4124755859
232,20.1223144531,13.4606933594
233,20.1937866211,13.5089111328
234,20.2652587891,13.5571289063
235,20.3367309570,13.6053466797
236,20.4082031250,13.6535644531
237,20.4796752930,13.7017822266
238,20.5511474609,13.7500000000
239,20.6226196289,13.7982177734
240,20.6940917969,13.8464355469
241,20.7655639648,13.8946533203
242,20.8370361328,13.9428710938
243,20.9085083008,13.9910888672
244,20.9799804688,14.0393066406
245,21.0514526367,14.0875244141
246,21.1229248047,14.1357421875
247,21.1943969727,14.1839599609
248,21.2658691406,14.2321777344
249,21.3373413086,14.2803955078
250,21.4088134766,14.3286132813
251,21.4802856445,14.3768310547
252,21.5517578125,14.4250488281
253,21.6232299805,14.4732666016
254,21.6947021484,14.5214843750
255,21.7661743164,14.5697021484
256,21.8376464844,14.6179199219
257,21.9091186523,14.6661376953
258,21.9805908203,14.7143554688
259,22.0520629883,14.7625732422
260,22.1235351563,14.8107910156
261,22.1950073242,14.8590087891
262,22.2664794922,14.9072265625
263,22.3379516602,14.9554443359
264,22.4094238281,15.0036621094
265,22.4808959961,15.0518798828
266,22.5523681641,15.1000976563
267,22.6238403320,15.1483154297
268,22.6953125000,15.1965332031
269,22.7667846680,15.2447509766
270,22.8382568359,15.2929687500
271,22.9097290039,15.3411865234
272,22.9812011719,15.3894042969
273,23.0526733398,15.4376220703
274,23.1062622070,15.4858398438
275,23.1598510742,15.5340576172
276,23.2134399414,15.5822753906
277,23.2670288086,15.6304931641
278,23.3206176758,15.6787109375
279,23.3742065430,15.7269287109
280,23.4277954102,15.7751464844
281,23.4813842773,15.8233642578
282,23.5349731445,15.8715820313
283,23.5885620117,15.9197998047
284,23.6421508789,15.9680175781
285,23.6957397461,16.0162353516
286,23.7493286133,16.0644531250
287,23.8029174805,16.1126708984
288,23.8565063477,16.1608886719
289,23.9100952148,16.2091064453
290,23.9636840820,16.2573242188
291,24.0232543945,16.3055419922
292,24.0828247070,16.3537597656
293,24.1423950195,16.4019775391
294,24.2019653320,16.4501953125
295,24.2615356445,16.4984130859
296,24.3211059570,16.5466308594
297,24.3806762695,16.5948486328
298,24.4402465820,16.6430664063
299,24.4998168945,16.6912841797
300,24.5593872070,16.7395019531
301,24.6189575195,16.7877197266
302,24.6785278320,16.8322143555
303,24.7380981445,16.8767089844
304,24.7976684570,16.9212036133
305,24.8572387695,16.9656982422
306,24.9168090820,17.0101928711
307,24.9763793945,17.0546875000
308,25.0299682617,17.0991821289
309,25.0835571289,17.1436767578
310,25.1371459961,17.1881713867
311,25.1907348633,17.2326660156
312,25.2443237305,17.2771606445
313,25.2979125977,17.3216552734
314,25.3515014648,17.3661499023
315,25.4050903320,17.4106445313
316,25.4586791992,17.4551391602
317,25.5122680664,17.4996337891
318,25.5658569336,17.5441284180
319,25.6194458008,17.5886230469
320,25.6730346680,17.6331176758
321,25.7266235352,17.6776123047
322,25.7802124023,17.7221069336
323,25.8338012695,17.7666015625
324,25.8873901367,17.8110961914
325,25.9409790039,17.8555908203
326,25.9945678711,17.9000854492
327,26.0481567383,17.9445800781
328,26.1017456055,17.9890747070
329,26.1553344727,18.0335693359
330,26.2089233398,18.0780639648
331,26.2625122070,18.1225585938
332,26.3161010742,18.1670532227
333,26.3696899414,18.2115478516
334,26.4232788086,18.2560424805
335,26.4768676758,18.3005371094
336,26.5304565430,18.3450317383
337,26.5840454102,18.3895263672
338,26.6376342773,18.4340209961
339,26.6912231445,18.4785156250
340,26.7448120117,18.5230102539
341,26.7984008789,18.5675048828
342,26.8579711914,18.6119995117
343,26.9175415039,18.6564941406
344,26.9771118164,18.7009887695
345,27.0366821289,18.7454833984
346,27.0962524414,18.7899780273
347,27.1558227539,18.8344726563
348,27.2153930664,18.8789672852
349,27.2749633789,18.9234619141
350,27.3345336914,18.9679565430
351,27.3941040039,19.0124511719
352,27.4536743164,19.0569458008
353,27.5132446289,19.1014404297
354,27.5728149414,19.1459350586
355,27.6323852539,19.1904296875
356,27.6919555664,19.2349243164
357,27.7515258789,19.2794189453
358,27.8110961914,19.3239135742
359,27.8706665039,19.3684082031
360,27.9540405273,19.4129028320
361,28.0374145508,19.4573974609
362,28.1207885742,19.5018920898
363,28.2041625977,19.5463867188
364,28.2875366211,19.5908813477
365,28.3709106445,19.6353759766
366,28.4542846680,19.6798706055
367,28.5376586914,19.7243652344
368,28.6210327148,19.7688598633
369,28.7044067383,19.8133544922
370,28.7877807617,19.8578491211
371,28.8711547852,19.9023437500
372,28.9545288086,19.9468383789
373,29.0379028320,19.9913330078
374,29.1212768555,20.0358276367
375,29.2046508789,20.0803222656
376,29.2880249023,20.1248168945
377,29.3713989258,20.1693115234
378,29.4547729492,20.2138061523
379,29.5381469727,20.2583007813
380,29.6215209961,20.3027954102
381,29.7048950195,20.3472900391
382,29.7882690430,20.3917846680
383,29.8716430664,20.4362792969
384,29.9550170898,20.4807739258
385,30.0383911133,20.5252685547
386,30.1217651367,20.5697631836
387,30.2051391602,20.6142578125
388,30.2885131836,20.6587524414
389,30.3718872070,20.7032470703
390,30.4552612305,20.7477416992
391,30.5386352539,20.7922363281
392,30.6220092773,20.8367309570
393,30.7053833008,20.8812255859
394,30.7887573242,20.9257202148
395,30.8721313477,20.9702148438
396,30.9555053711,21.0147094727
397,31.0388793945,21.0592041016
398,31.1222534180,21.1036987305
399,31.2056274414,21.1481933594
400,31.2890014648,21.1926879883
401,31.3723754883,21.2371826172
402,31.4557495117,21.2816772461
403,31.5391235352,21.3261718750
404,31.6224975586,21.3706665039
405,31.7058715820,21.4151611328
406,31.7892456055,21.4596557617
407,31.8726196289,21.5041503906
408,31.9559936523,21.5486450195
409,32.0393676758,21.5931396484
410,32.1227416992,21.6376342773
411,32.2061157227,21.6821289063
412,32.2894897461,21.7266235352
413,32.3728637695,21.7711181641
414,32.4562377930,21.8156127930
415,32.5396118164,21.8601074219
416,32.6229858398,21.9046020508
417,32.7063598633,21.9490966797
418,32.7897338867,21.9935913086
419,32.8731079102,22.0380859375
420,32.9564819336,22.0825805664
421,33.0398559570,22.1270751953
422,33.1232299805,22.1715698242
423,33.2066040039,22.2160644531
424,33.2899780273,22.2605590820
425,33.3733520508,22.3050537109
426,33.4567260742,22.3495483398
427,33.5401000977,22.3940429688
428,33.6234741211,22.4385375977
429,33.7068481445,22.4830322266
430,33.7902221680,22.5275268555
431,33.8735961914,22.5720214844
432,33.9569702148,22.6165161133
433,34.0403442383,22.6610107422
434,34.1237182617,22.7055053711
435,34.2070922852,22.7500000000
436,34.2904663086,22.7944946289
437,34.3738403320,22.8389892578
438,34.4572143555,22.8834838867
439,34.5405883789,22.9279785156
440,34.6239624023,22.9613647461
441,34.7073364258,22.9947509766
442,34.7907104492,23.0281372070
443,34.8740844727,23.0615234375
444,34.9574584961,23.0949096680
445,35.0408325195,23.1282958984
446,35.1361694336,23.1616821289
447,35.2315063477,23.1950683594
448,35.3268432617,23.2284545898
449,35.4221801758,23.2618408203
450,35.5175170898,23.2952270508
451,35.6128540039,23.3286132813
452,35.7081909180,23.3619995117
453,35.8035278320,23.3953857422
454,35.8988647461,23.4287719727
455,35.9942016602,23.4621582031
456,36.0895385742,23.4955444336
457,36.1848754883,23.5289306641
458,36.2802124023,23.5623168945
459,36.3755493164,23.5957031250
460,36.4708862305,23.6290893555
461,36.5662231445,23.6624755859
462,36.6615600586,23.6958618164
463,36.7628173828,23.7292480469
464,36.8640747070,23.7626342773
465,36.9653320313,23.7960205078
466,37.0665893555,23.8294067383
467,37.1678466797,23.8627929688
468,37.2691040039,23.8999023438
469,37.3703613281,23.9370117188
470,37.4716186523,23.9741210938
471,37.5728759766,24.0112304688
472,37.6741333008,24.0483398438
473,37.7753906250,24.0854492188
474,37.8766479492,24.1225585938
475,37.9779052734,24.1596679688
476,38.0791625977,24.1967773438
477,38.1804199219,24.2338867188
478,38.2816772461,24.2709960938
479,38.3829345703,24.3081054688
480,38.4782714844,24.3452148438
481,38.5736083984,24.3823242188
482,38.6689453125,24.4194335938
483,38.7642822266,24.4565429688
484,38.8596191406,24.4936523438
485,38.9549560547,24.5307617188
486,39.0502929688,24.5678710938
487,39.1456298828,24.6049804688
488,39.2409667969,24.6420898438
489,39.3363037109,24.6791992188
490,39.4316406250,24.7163085938
491,39.5269775391,24.7534179688
492,39.6223144531,24.7905273438
493,39.7176513672,24.8276367188
494,39.8129882813,24.8647460938
495,39.9083251953,24.9018554688
496,40.0036621094,24.9352416992
497,40.0989990234,24.9686279297
498,40.1943359375,25.0020141602
499,40.2896728516,25.0354003906
500,40.3850097656,25.0687866211
501,40.4803466797,25.1021728516
502,40.5756835938,25.1355590820
503,40.6710205078,25.1689453125
504,40.7663574219,25.2023315430
505,40.8616943359,25.2357177734
506,40.9570312500,25.2691040039
507,41.0523681641,25.3024902344
508,41.1477050781,25.3358764648
509,41.2430419922,25.3692626953
510,41.3383789063,25.4026489258
511,41.4337158203,25.4360351563
512,41.5290527344,25.4694213867
513,41.6243896484,25.5028076172
514,41.7256469727,25.5361938477
515,41.8269042969,25.5695800781
516,41.9281616211,25.6029663086
517,42.0294189453,25.6363525391
518,42.1306762695,25.6697387695
519,42.2319335938,25.7031250000
520,42.3331909180,25.7365112305
521,42.4344482422,25.7698974609
522,42.5357055664,25.8032836914
523,42.6369628906,25.8366699219
524,42.7382202148,25.8700561523
525,42.8394775391,25.9034423828
526,42.9407348633,25.9368286133
527,43.0419921875,25.9702148438
528,43.1432495117,26.0036010742
529,43.2445068359,26.0369873047
530,43.3457641602,26.0703735352
531,43.4470214844,26.1037597656
532,43.5661621094,26.1371459961
533,43.6853027344,26.1705322266
534,43.8044433594,26.2039184570
535,43.9235839844,26.2373046875
536,44.0427246094,26.2706909180
537,44.1618652344,26.3040771484
538,44.2810058594,26.3374633789
539,44.4001464844,26.3708496094
540,44.5192871094,26.4042358398
541,44.6384277344,26.4376220703
542,44.7575683594,26.4710083008
543,44.8767089844,26.5043945313
544,44.9958496094,26.5377807617
545,45.1149902344,26.5711669922
546,45.2341308594,26.6045532227
547,45.3532714844,26.6379394531
548,45.4724121094,26.6713256836
549,45.5975341797,26.7047119141
550,45.7226562500,26.7380981445
551,45.8477783203,26.7752075195
552,45.9729003906,26.8123168945
553,46.0980224609,26.8494262695
554,46.2231445313,26.8865356445
555,46.3482666016,26.9236450195
556,46.4733886719,26.9607543945
557,46.5985107422,26.9978637695
558,46.7236328125,27.0349731445
559,46.8487548828,27.0720825195
560,46.9738769531,27.1091918945
561,47.0989990234,27.1463012695
562,47.2241210938,27.1834106445
563,47.3492431641,27.2205200195
564,47.4743652344,27.2576293945
565,47.5994873047,27.2947387695
566,47.7186279297,27.3318481445
567,47.8377685547,27.3689575195
568,47.9569091797,27.4060668945
569,48.0760498047,27.4431762695
570,48.1951904297,27.4802856445
571,48.3143310547,27.5173950195
572,48.4334716797,27.5545043945
573,48.5526123047,27.5916137695
574,48.6717529297,27.6287231445
575,48.7908935547,27.6658325195
576,48.9100341797,27.7029418945
577,49.0291748047,27.7400512695
578,49.1483154297,27.7771606445
579,49.2674560547,27.8291015625
580,49.3865966797,27.8810424805
581,49.5057373047,27.9329833984
582,49.6248779297,27.9849243164
583,49.7500000000,28.0368652344
584,49.8751220703,28.0888061523
585,50.0002441406,28.1407470703
586,50.1253662109,28.1926879883
587,50.2504882813,28.2446289063
588,50.3756103516,28.2965698242
589,50.5007324219,28.3485107422
590,50.6258544922,28.4004516602
591,50.7509765625,28.4523925781
592,50.8760986328,28.5043334961
593,51.0012207031,28.5562744141
594,51.1263427734,28.6082153320
595,51.2514648438,28.6601562500
596,51.3765869141,28.7120971680
597,51.5017089844,28.7640380859
598,51.6268310547,28.8159790039
599,51.7519531250,28.8679199219
600,51.8591918945,28.9198608398
601,51.9664306641,28.9718017578
602,52.0736694336,29.0237426758
603,52.1809082031,29.0756835938
604,52.2881469727,29.1276245117
605,52.3953857422,29.1795654297
606,52.5026245117,29.2315063477
607,52.6098632813,29.2834472656
608,52.7171020508,29.3353881836
609,52.8243408203,29.3873291016
610,52.9315795898,29.4392700195
611,53.0388183594,29.4912109375
612,53.1460571289,29.5431518555
613,53.2532958984,29.5950927734
614,53.3605346680,29.6470336914
615,53.4677734375,29.6989746094
616,53.5750122070,29.7509155273
617,53.6822509766,29.8028564453
618,53.7894897461,29.8547973633
619,53.8967285156,29.9067382813
620,54.0039672852,29.9586791992
621,54.1112060547,30.0106201172
622,54.2184448242,30.0625610352
623,54.3256835938,30.1145019531
624,54.4329223633,30.1664428711
625,54.5401611328,30.2183837891
626,54.6473999023,30.2703247070
627,54.7546386719,30.3222656250
628,54.8618774414,30.3742065430
629,54.9691162109,30.4261474609
630,55.0763549805,30.4780883789
631,55.1835937500,30.5300292969
632,55.2908325195,30.5819702148
633,55.3980712891,30.6339111328
634,55.5053100586,30.6858520508
635,55.6125488281,30.7377929688
636,55.7197875977,30.7897338867
637,55.8270263672,30.8416748047
638,55.9342651367,30.8936157227
639,56.0415039063,30.9455566406
640,56.1487426758,30.9974975586
641,56.2559814453,31.0494384766
642,56.3632202148,31.1013793945
643,56.4704589844,31.1533203125
644,56.5776977539,31.2052612305
645,56.6849365234,31.2572021484
646,56.7921752930,31.3091430664
647,56.8994140625,31.3610839844
648,57.0066528320,31.4130249023
649,57.1138916016,31.4649658203
650,57.2211303711,31.5169067383
651,57.3283691406,31.5688476563
652,57.4356079102,31.6207885742
653,57.5428466797,31.6727294922
654,57.6500854492,31.7246704102
655,57.7573242188,31.7766113281
656,57.8645629883,31.8285522461
657,57.9718017578,31.8804931641
658,58.0790405273,31.9324340820
659,58.1862792969,31.9843750000
660,58.2935180664,32.0363159180
661,58.4007568359,32.0882568359
662,58.5079956055,32.1401977539
663,58.6152343750,32.1921386719
664,58.7224731445,32.2440795898
665,58.8297119141,32.2960205078
666,58.9369506836,32.3479614258
667,59.0441894531,32.3999023438
668,59.1514282227,32.4518432617
669,59.2586669922,32.5037841797
670,59.3659057617,32.5557250977
671,59.4731445313,32.6076660156
672,59.5803833008,32.6596069336
673,59.6876220703,32.7115478516
674,59.7948608398,32.7634887695
675,59.9020996094,32.8154296875
676,60.0093383789,32.8673706055
677,60.1165771484,32.9193115234
678,60.2238159180,32.9712524414
679,60.3310546875,33.0231933594
680,60.4382934570,33.0751342773
681,60.5455322266,33.1270751953
682,60.6527709961,33.1790161133
683,60.7600097656,33.2309570313
684,60.8672485352,33.2828979492
685,60.9744873047,33.3348388672
686,61.0757446289,33.3867797852
687,61.1770019531,33.4387207031
688,61.2782592773,33.4906616211
689,61.3795166016,33.5426025391
690,61.4807739258,33.5945434570
691,61.5820312500,33.6464843750
692,61.6832885742,33.6984252930
693,61.7845458984,33.7503662109
694,61.8858032227,33.8023071289
695,61.9870605469,33.8542480469
696,62.0883178711,33.9061889648
697,62.1895751953,33.9581298828
698,62.2908325195,34.0100708008
699,62.3920898438,34.0620117188
700,62.4933471680,34.1139526367
701,62.5946044922,34.1658935547
702,62.6958618164,34.2178344727
703,62.7971191406,34.2697753906
704,62.8447875977,34.3217163086
705,62.8924560547,34.3736572266
706,62.9401245117,34.4255981445
707,62.9877929688,34.4775390625
708,63.0354614258,34.5294799805
709,63.0831298828,34.5814208984
710,63.1307983398,34.6333618164
711,63.1784667969,34.6853027344
712,63.2261352539,34.7372436523
713,63.2738037109,34.7891845703
714,63.3214721680,34.8411254883
715,63.3691406250,34.8930664063
716,63.4168090820,34.9450073242
717,63.4644775391,34.9988403320
718,63.5121459961,35.0581054688
719,63.5598144531,35.1173706055
720,63.6074829102,35.1766357422
721,63.6610717773,35.2359008789
722,63.7146606445,35.2951660156
723,63.7682495117,35.3544311523
724,63.8218383789,35.4136962891
725,63.8754272461,35.4729614258
726,63.9290161133,35.5322265625
727,63.9826049805,35.5914916992
728,64.0361938477,35.6507568359
729,64.0897827148,35.7100219727
730,64.1433715820,35.7692871094
731,64.1969604492,35.8285522461
732,64.2505493164,35.8878173828
733,64.3041381836,35.9470825195
734,64.3577270508,36.0063476563
735,64.4113159180,36.0656127930
736,64.4649047852,36.1248779297
737,64.5184936523,36.1841430664
738,64.5720825195,36.2434082031
739,64.6256713867,36.3026733398
740,64.6792602539,36.3619384766
741,64.7328491211,36.4212036133
742,64.7864379883,36.4804687500
743,64.8400268555,36.5397338867
744,64.8936157227,36.5989990234
745,64.9472045898,36.6619262695
746,65.0007934570,36.7248535156
747,65.0543823242,36.7877807617
748,65.1079711914,36.8507080078
749,65.1615600586,36.9136352539
750,65.2151489258,36.9765625000
751,65.2687377930,37.0394897461
752,65.3223266602,37.1024169922
753,65.3759155273,37.1653442383
754,65.4295043945,37.2282714844
755,65.4830932617,37.2911987305
756,65.5366821289,37.3541259766
757,65.5902709961,37.4170532227
758,65.6438598633,37.4799804688
759,65.6974487305,37.5429077148
760,65.7510375977,37.6058349609
761,65.8046264648,37.6687622070
762,65.8582153320,37.7316894531
763,65.9118041992,37.7946166992
764,65.9653930664,37.8575439453
765,66.0189819336,37.9204711914
766,66.0725708008,37.9833984375
767,66.1261596680,38.0463256836
768,66.1797485352,38.1092529297
769,66.2333374023,38.1721801758
770,66.2869262695,38.2351074219
771,66.3405151367,38.2980346680
772,66.3881835938,38.3609619141
773,66.4358520508,38.4202270508
774,66.4835205078,38.4794921875
775,66.5311889648,38.5387573242
776,66.5788574219,38.5980224609
777,66.6265258789,38.6572875977
778,66.6741943359,38.7165527344
779,66.7218627930,38.7758178711
780,66.7695312500,38.8350830078
781,66.8171997070,38.8943481445
782,66.8648681641,38.9536132813
783,66.9125366211,39.0128784180
784,66.9602050781,39.0721435547
785,67.0078735352,39.1314086914
786,67.0555419922,39.1906738281
787,67.1032104492,39.2499389648
788,67.1508789063,39.3092041016
789,67.3176879883,39.3684692383
790,67.4844970703,39.4277343750
791,67.6513061523,39.4869995117
792,67.8181152344,39.5462646484
793,67.9849243164,39.6055297852
794,68.1517333984,39.6647949219
795,68.3185424805,39.7240600586
796,68.4853515625,39.7833251953
797,68.6521606445,39.8425903320
798,68.8189697266,39.9018554688
799,68.9857788086,39.9611206055
800,69.1525878906,40.0203857422
801,69.3193969727,40.0796508789
802,69.4862060547,40.1389160156
803,69.6530151367,40.1981811523
804,69.8198242188,40.2574462891
805,69.9866333008,40.3167114258
806,70.1534423828,40.3759765625
807,70.3202514648,40.4352416992
808,70.4870605469,40.4945068359
809,70.6538696289,40.5537719727
810,70.8206787109,40.6130371094
811,70.9874877930,40.6723022461
812,71.1542968750,40.7315673828
813,71.3211059570,40.7908325195
814,71.4879150391,40.8500976563
815,71.6547241211,40.9093627930
816,71.8215332031,40.9686279297
817,71.9883422852,41.0278930664
818,72.1551513672,41.0871582031
819,72.3219604492,41.1464233398
820,72.4887695313,41.2056884766
821,72.6555786133,41.2649536133
822,72.8223876953,41.3242187500
823,72.9891967773,41.3834838867
824,73.1500244141,41.4427490234
825,73.3108520508,41.5020141602
826,73.4716796875,41.5612792969
827,73.6325073242,41.6205444336
828,73.7933349609,41.6834716797
829,73.9541625977,41.7463989258
830,74.1149902344,41.8093261719
831,74.2758178711,41.8722534180
832,74.4366455078,41.9351806641
833,74.5974731445,41.9981079102
834,74.7583007813,42.0610351563
835,74.9191284180,42.1239624023
836,75.0799560547,42.1868896484
837,75.2407836914,42.2498168945
838,75.4016113281,42.3127441406
839,75.5624389648,42.3756713867
840,75.7232666016,42.4385986328
841,75.8007202148,42.5015258789
842,75.8781738281,42.5644531250
843,75.9556274414,42.6273803711
844,76.0330810547,42.6903076172
845,76.1105346680,42.7532348633
846,76.1879882813,42.8161621094
847,76.2654418945,42.8790893555
848,76.3428955078,42.9420166016
849,76.4203491211,43.0049438477
850,76.4978027344,43.0678710938
851,76.5752563477,43.1307983398
852,76.6527099609,43.1937255859
853,76.7301635742,43.2566528320
854,76.8076171875,43.3195800781
855,76.8850708008,43.3825073242
856,76.9625244141,43.4565429688
857,77.0399780273,43.5305786133
858,77.1174316406,43.6046142578
859,77.1948852539,43.6786499023
860,77.2723388672,43.7526855469
861,77.3497924805,43.8267211914
862,77.4272460938,43.9007568359
863,77.5046997070,43.9747924805
864,77.5821533203,44.0488281250
865,77.6596069336,44.1228637695
866,77.7370605469,44.1968994141
867,77.8145141602,44.2709350586
868,77.8919677734,44.3449707031
869,77.9694213867,44.4190063477
870,78.0468750000,44.4930419922
871,78.1243286133,44.5670776367
872,78.2017822266,44.6411132813
873,78.2792358398,44.7151489258
